70BCSVG	
// AQ6370C OPTICAL SPECTRUM ANALYZER //                 
"[MEAS SETTING]"
// AQ6370C OPTICAL SPECTRUM ANALYZER //                 
25
"CTRWL",1550.000000
"SPAN", 100.000000
"START WL",1500.000000
"STOP WL",1600.000000
"WLFREQ", 0
"REFL",-50.4
"LSCL", 3.0
"RESLN",0.500
"AVG",   1
"SMPLAUTO",      1
"SMPL",       1001
"SMPLINTVL",0.1000
"HIGH2"
"MEAS"
"LSUNT",0
"NMSKV","OFF"
"RESCOR",0
"SMOOTH",0
"FIBERTYPE",0
"MEASWL",1
"SWPSPD",1
"RESPARM", 9829
"FREQPARM", 9829


"[TRACE SETTING]"
"ACTIVE","G"
"TRACE A","FIX      ",1
"TRACE B","FIX      ",1
"TRACE C","FIX      ",1
"TRACE D","FIX      ",1
"TRACE E","FIX      ",1
"TRACE F","FIX      ",1
"TRACE G","FIX      ",1

"[TRACE A]"
// AQ6370C OPTICAL SPECTRUM ANALYZER //                 
25
"CTRWL",1550.000000
"SPAN", 100.000000
"START WL",1500.000000
"STOP WL",1600.000000
"WLFREQ", 0
"REFL",-50.4
"LSCL", 3.0
"RESLN",0.500
"AVG",   1
"SMPLAUTO",      1
"SMPL",       1001
"SMPLINTVL",0.1000
"HIGH2"
"MEAS"
"LSUNT",0
"NMSKV","OFF"
"RESCOR",0
"SMOOTH",0
"FIBERTYPE",0
"MEASWL",1
"SWPSPD",1
"RESPARM", 9829
"FREQPARM", 9829


"[TRACE B]"
// AQ6370C OPTICAL SPECTRUM ANALYZER //                 
25
"CTRWL",1550.000000
"SPAN", 100.000000
"START WL",1500.000000
"STOP WL",1600.000000
"WLFREQ", 0
"REFL",-50.4
"LSCL", 3.0
"RESLN",0.500
"AVG",   1
"SMPLAUTO",      1
"SMPL",       1001
"SMPLINTVL",0.1000
"HIGH2"
"MEAS"
"LSUNT",0
"NMSKV","OFF"
"RESCOR",0
"SMOOTH",0
"FIBERTYPE",0
"MEASWL",1
"SWPSPD",1
"RESPARM", 9829
"FREQPARM", 9829


"[TRACE C]"
// AQ6370C OPTICAL SPECTRUM ANALYZER //                 
25
"CTRWL",1550.000000
"SPAN", 100.000000
"START WL",1500.000000
"STOP WL",1600.000000
"WLFREQ", 0
"REFL",-50.4
"LSCL", 3.0
"RESLN",0.500
"AVG",   1
"SMPLAUTO",      1
"SMPL",       1001
"SMPLINTVL",0.1000
"HIGH2"
"MEAS"
"LSUNT",0
"NMSKV","OFF"
"RESCOR",0
"SMOOTH",0
"FIBERTYPE",0
"MEASWL",1
"SWPSPD",1
"RESPARM", 9829
"FREQPARM", 9829


"[TRACE D]"
// AQ6370C OPTICAL SPECTRUM ANALYZER //                 
25
"CTRWL",1550.000000
"SPAN", 100.000000
"START WL",1500.000000
"STOP WL",1600.000000
"WLFREQ", 0
"REFL",-50.4
"LSCL", 3.0
"RESLN",0.500
"AVG",   1
"SMPLAUTO",      1
"SMPL",       1001
"SMPLINTVL",0.1000
"HIGH2"
"MEAS"
"LSUNT",0
"NMSKV","OFF"
"RESCOR",0
"SMOOTH",0
"FIBERTYPE",0
"MEASWL",1
"SWPSPD",1
"RESPARM", 9829
"FREQPARM", 9829


"[TRACE E]"
// AQ6370C OPTICAL SPECTRUM ANALYZER //                 
25
"CTRWL",1550.000000
"SPAN", 100.000000
"START WL",1500.000000
"STOP WL",1600.000000
"WLFREQ", 0
"REFL",-50.4
"LSCL", 3.0
"RESLN",0.500
"AVG",   1
"SMPLAUTO",      1
"SMPL",       1001
"SMPLINTVL",0.1000
"HIGH2"
"MEAS"
"LSUNT",0
"NMSKV","OFF"
"RESCOR",0
"SMOOTH",0
"FIBERTYPE",0
"MEASWL",1
"SWPSPD",1
"RESPARM", 9829
"FREQPARM", 9829


"[TRACE F]"
// AQ6370C OPTICAL SPECTRUM ANALYZER //                 
25
"CTRWL",1550.000000
"SPAN", 100.000000
"START WL",1500.000000
"STOP WL",1600.000000
"WLFREQ", 0
"REFL",-50.4
"LSCL", 3.0
"RESLN",0.500
"AVG",   1
"SMPLAUTO",      1
"SMPL",       1001
"SMPLINTVL",0.1000
"HIGH2"
"MEAS"
"LSUNT",0
"NMSKV","OFF"
"RESCOR",0
"SMOOTH",0
"FIBERTYPE",0
"MEASWL",1
"SWPSPD",1
"RESPARM", 9829
"FREQPARM", 9829


"[TRACE G]"
// AQ6370C OPTICAL SPECTRUM ANALYZER //                 
25
"CTRWL",1550.000000
"SPAN", 100.000000
"START WL",1500.000000
"STOP WL",1600.000000
"WLFREQ", 0
"REFL",-50.4
"LSCL", 3.0
"RESLN",0.500
"AVG",   1
"SMPLAUTO",      1
"SMPL",       1001
"SMPLINTVL",0.1000
"HIGH2"
"MEAS"
"LSUNT",0
"NMSKV","OFF"
"RESCOR",0
"SMOOTH",0
"FIBERTYPE",0
"MEASWL",1
"SWPSPD",1
"RESPARM", 9829
"FREQPARM", 9829


"[TRACE DATA]"
"Tr A(WL)","Tr A(LEVEL)[LOG]","Tr B(WL)","Tr B(LEVEL)[LOG]","Tr C(WL)","Tr C(LEVEL)[LOG]","Tr D(WL)","Tr D(LEVEL)[LOG]","Tr E(WL)","Tr E(LEVEL)[LOG]","Tr F(WL)","Tr F(LEVEL)[LOG]","Tr G(WL)","Tr G(LEVEL)[LOG]"
1500.0000, -74.305, 1500.0000, -74.430, 1500.0000, -74.375, 1500.0000, -74.387, 1500.0000, -74.454, 1500.0000, -74.508, 1500.0000, -74.503
1500.1000, -74.073, 1500.1000, -74.162, 1500.1000, -74.256, 1500.1000, -74.279, 1500.1000, -74.301, 1500.1000, -74.258, 1500.1000, -74.337
1500.2000, -73.890, 1500.2000, -73.995, 1500.2000, -74.011, 1500.2000, -74.135, 1500.2000, -74.133, 1500.2000, -74.174, 1500.2000, -74.217
1500.3000, -73.791, 1500.3000, -73.861, 1500.3000, -73.933, 1500.3000, -73.965, 1500.3000, -73.997, 1500.3000, -74.010, 1500.3000, -74.077
1500.4000, -73.663, 1500.4000, -73.701, 1500.4000, -73.781, 1500.4000, -73.831, 1500.4000, -73.825, 1500.4000, -73.906, 1500.4000, -73.995
1500.5000, -73.485, 1500.5000, -73.562, 1500.5000, -73.578, 1500.5000, -73.679, 1500.5000, -73.737, 1500.5000, -73.663, 1500.5000, -73.726
1500.6000, -73.315, 1500.6000, -73.432, 1500.6000, -73.551, 1500.6000, -73.557, 1500.6000, -73.610, 1500.6000, -73.577, 1500.6000, -73.640
1500.7000, -73.149, 1500.7000, -73.346, 1500.7000, -73.316, 1500.7000, -73.478, 1500.7000, -73.490, 1500.7000, -73.514, 1500.7000, -73.518
1500.8000, -73.140, 1500.8000, -73.238, 1500.8000, -73.254, 1500.8000, -73.367, 1500.8000, -73.350, 1500.8000, -73.399, 1500.8000, -73.409
1500.9000, -73.027, 1500.9000, -73.150, 1500.9000, -73.151, 1500.9000, -73.196, 1500.9000, -73.260, 1500.9000, -73.306, 1500.9000, -73.300
1501.0000, -72.908, 1501.0000, -72.996, 1501.0000, -73.056, 1501.0000, -73.065, 1501.0000, -73.159, 1501.0000, -73.141, 1501.0000, -73.147
1501.1000, -72.807, 1501.1000, -72.881, 1501.1000, -72.925, 1501.1000, -72.998, 1501.1000, -73.004, 1501.1000, -73.005, 1501.1000, -73.048
1501.2000, -72.684, 1501.2000, -72.743, 1501.2000, -72.839, 1501.2000, -72.842, 1501.2000, -72.901, 1501.2000, -72.911, 1501.2000, -72.956
1501.3000, -72.613, 1501.3000, -72.651, 1501.3000, -72.705, 1501.3000, -72.746, 1501.3000, -72.815, 1501.3000, -72.803, 1501.3000, -72.869
1501.4000, -72.471, 1501.4000, -72.613, 1501.4000, -72.613, 1501.4000, -72.660, 1501.4000, -72.695, 1501.4000, -72.663, 1501.4000, -72.719
1501.5000, -72.389, 1501.5000, -72.446, 1501.5000, -72.520, 1501.5000, -72.551, 1501.5000, -72.572, 1501.5000, -72.593, 1501.5000, -72.662
1501.6000, -72.303, 1501.6000, -72.389, 1501.6000, -72.446, 1501.6000, -72.519, 1501.6000, -72.569, 1501.6000, -72.534, 1501.6000, -72.580
1501.7000, -72.161, 1501.7000, -72.278, 1501.7000, -72.371, 1501.7000, -72.388, 1501.7000, -72.442, 1501.7000, -72.415, 1501.7000, -72.519
1501.8000, -72.136, 1501.8000, -72.235, 1501.8000, -72.227, 1501.8000, -72.282, 1501.8000, -72.310, 1501.8000, -72.345, 1501.8000, -72.405
1501.9000, -72.070, 1501.9000, -72.181, 1501.9000, -72.177, 1501.9000, -72.214, 1501.9000, -72.208, 1501.9000, -72.238, 1501.9000, -72.305
1502.0000, -72.022, 1502.0000, -72.117, 1502.0000, -72.127, 1502.0000, -72.182, 1502.0000, -72.153, 1502.0000, -72.223, 1502.0000, -72.248
1502.1000, -71.923, 1502.1000, -72.037, 1502.1000, -72.101, 1502.1000, -72.080, 1502.1000, -72.099, 1502.1000, -72.151, 1502.1000, -72.155
1502.2000, -71.875, 1502.2000, -71.935, 1502.2000, -72.001, 1502.2000, -72.043, 1502.2000, -72.069, 1502.2000, -72.072, 1502.2000, -72.138
1502.3000, -71.787, 1502.3000, -71.902, 1502.3000, -71.933, 1502.3000, -71.977, 1502.3000, -71.974, 1502.3000, -71.960, 1502.3000, -71.965
1502.4000, -71.675, 1502.4000, -71.758, 1502.4000, -71.824, 1502.4000, -71.875, 1502.4000, -71.887, 1502.4000, -71.915, 1502.4000, -71.906
1502.5000, -71.560, 1502.5000, -71.614, 1502.5000, -71.710, 1502.5000, -71.757, 1502.5000, -71.796, 1502.5000, -71.774, 1502.5000, -71.775
1502.6000, -71.447, 1502.6000, -71.543, 1502.6000, -71.582, 1502.6000, -71.645, 1502.6000, -71.691, 1502.6000, -71.615, 1502.6000, -71.729
1502.7000, -71.332, 1502.7000, -71.435, 1502.7000, -71.488, 1502.7000, -71.564, 1502.7000, -71.633, 1502.7000, -71.593, 1502.7000, -71.619
1502.8000, -71.219, 1502.8000, -71.371, 1502.8000, -71.412, 1502.8000, -71.552, 1502.8000, -71.564, 1502.8000, -71.566, 1502.8000, -71.560
1502.9000, -71.205, 1502.9000, -71.365, 1502.9000, -71.412, 1502.9000, -71.484, 1502.9000, -71.524, 1502.9000, -71.525, 1502.9000, -71.553
1503.0000, -71.148, 1503.0000, -71.324, 1503.0000, -71.377, 1503.0000, -71.438, 1503.0000, -71.525, 1503.0000, -71.494, 1503.0000, -71.523
1503.1000, -71.101, 1503.1000, -71.235, 1503.1000, -71.358, 1503.1000, -71.440, 1503.1000, -71.494, 1503.1000, -71.477, 1503.1000, -71.571
1503.2000, -71.107, 1503.2000, -71.225, 1503.2000, -71.306, 1503.2000, -71.391, 1503.2000, -71.434, 1503.2000, -71.507, 1503.2000, -71.447
1503.3000, -71.074, 1503.3000, -71.193, 1503.3000, -71.207, 1503.3000, -71.352, 1503.3000, -71.402, 1503.3000, -71.409, 1503.3000, -71.435
1503.4000, -70.988, 1503.4000, -71.132, 1503.4000, -71.230, 1503.4000, -71.261, 1503.4000, -71.316, 1503.4000, -71.374, 1503.4000, -71.402
1503.5000, -70.942, 1503.5000, -71.102, 1503.5000, -71.173, 1503.5000, -71.218, 1503.5000, -71.305, 1503.5000, -71.300, 1503.5000, -71.370
